CoC Number,CoC Name,CoC Category,year,Population,Overall Homeless,Overall Homeless - Non-Hispanic/Non-Latino,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Sheltered ES Homeless,Sheltered ES Homeless - Non-Hispanic/Non-Latino,Sheltered ES Homeless - Hispanic/Latino,Sheltered ES Homeless - White,"Sheltered ES Homeless - Black, African American, or African",Sheltered ES Homeless - Asian or Asian American,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,Sheltered ES Homeless - Multiple Races,Sheltered TH Homeless,Sheltered TH Homeless - Non-Hispanic/Non-Latino,Sheltered TH Homeless - Hispanic/Latino,Sheltered TH Homeless - White,"Sheltered TH Homeless - Black, African American, or African",Sheltered TH Homeless - Asian or Asian American,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,Sheltered TH Homeless - Multiple Races,Sheltered SH Homeless,Sheltered SH Homeless - Non-Hispanic/Non-Latino,Sheltered SH Homeless - Hispanic/Latino,Sheltered SH Homeless - White,"Sheltered SH Homeless - Black, African American, or African",Sheltered SH Homeless - Asian or Asian American,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,Sheltered SH Homeless - Multiple Races,Sheltered Total Homeless,Sheltered Total Homeless - Non-Hispanic/Non-Latino,Sheltered Total Homeless - Hispanic/Latino,Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Unsheltered Homeless,Unsheltered Homeless - Non-Hispanic/Non-Latino,Unsheltered Homeless - Hispanic/Latino,Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Overall Homeless Veterans - Non-Hispanic/Non-Latino,Overall Homeless Veterans - Hispanic/Latino,Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races,Sheltered ES Homeless Veterans,Sheltered ES Homeless Veterans - Non-Hispanic/Non-Latino,Sheltered ES Homeless Veterans - Hispanic/Latino,Sheltered ES Homeless Veterans - White,"Sheltered ES Homeless Veterans - Black, African American, or African",Sheltered ES Homeless Veterans - Asian or Asian American,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,Sheltered ES Homeless Veterans - Multiple Races,Sheltered TH Homeless Veterans,Sheltered TH Homeless Veterans - Non-Hispanic/Non-Latino,Sheltered TH Homeless Veterans - Hispanic/Latino,Sheltered TH Homeless Veterans - White,"Sheltered TH Homeless Veterans - Black, African American, or African",Sheltered TH Homeless Veterans - Asian or Asian American,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,Sheltered TH Homeless Veterans - Multiple Races,Sheltered SH Homeless Veterans,Sheltered SH Homeless Veterans - Non-Hispanic/Non-Latino,Sheltered SH Homeless Veterans - Hispanic/Latino,Sheltered SH Homeless Veterans - White,"Sheltered SH Homeless Veterans - Black, African American, or African",Sheltered SH Homeless Veterans - Asian or Asian American,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,Sheltered SH Homeless Veterans - Multiple Races,Sheltered Total Homeless Veterans,Sheltered Total Homeless Veterans - Non-Hispanic/Non-Latino,Sheltered Total Homeless Veterans - Hispanic/Latino,Sheltered Total Homeless Veterans - White,"Sheltered Total Homeless Veterans - Black, African American, or African",Sheltered Total Homeless Veterans - Asian or Asian American,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless Veterans - Multiple Races,Unsheltered Homeless Veterans,Unsheltered Homeless Veterans - Non-Hispanic/Non-Latino,Unsheltered Homeless Veterans - Hispanic/Latino,Unsheltered Homeless Veterans - White,"Unsheltered Homeless Veterans - Black, African American, or African",Unsheltered Homeless Veterans - Asian or Asian American,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless Veterans - Multiple Races,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)","HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Dedicated Veteran Beds (ES, TH, SH)",Total Year-Round Beds (ES).1,Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),HMIS Participation Rate for Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Dedicated Veteran Beds (ES),Total Year-Round Beds (TH).1,Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),HMIS Participation Rate for Year-Round Beds (TH),Dedicated Veteran Beds (TH),Total Year-Round Beds (SH).1,Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),HMIS Participation Rate for Year-Round Beds (SH),Dedicated Veteran Beds (SH),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),HMIS Participation Rate for Year-Round Beds (RRH),Dedicated Veteran Beds (RRH),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),HMIS Participation Rate for Year-Round Beds (PSH),Dedicated Veteran Beds (PSH),Dedicated Chronically Homeless Beds (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),HMIS Participation Rate for Year-Round Beds (OPH),Dedicated Veteran Beds (OPH)
NC-505,Charlotte/Mecklenberg CoC,Major City CoC,2020,"1,113,000",1604,1560,44,269,1260,4,8,0,63,1108,1080,28,174,883,3,3,0,45,282,273,9,47,221,0,0,0,14,0,0,0,0,0,0,0,0,0,1390,1353,37,221,1104,3,3,0,59,214,207,7,48,156,1,5,0,4,286,203,0,203,83,254,171,0,171,83,32,32,32,0,123,121,2,29,92,0,0,0,2,88,86,2,25,61,0,0,0,2,24,24,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,112,110,2,27,83,0,0,0,2,11,11,0,2,9,0,0,0,0,1323,1163,1083,0.8186,971,352,0,86,971,851,839,0.8641,124,113,57,352,312,244,0.6932,29,0,0,0,.,0,560,560,560,1,24,1248,1248,784,0.6282,476,733,321,321,276,0.8598,0
NC-507,Raleigh/Wake County CoC,Major City CoC,2020,"1,113,000",974,902,72,259,659,6,11,4,35,526,495,31,127,365,6,5,4,19,216,204,12,31,180,0,1,0,4,0,0,0,0,0,0,0,0,0,742,699,43,158,545,6,6,4,23,232,203,29,101,114,0,5,0,12,103,57,0,57,46,82,36,0,36,46,21,21,21,0,48,45,3,21,24,0,1,0,2,29,28,1,12,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,1,13,16,0,0,0,1,18,16,2,8,8,0,1,0,1,748,698,541,0.7233,509,239,0,0,509,459,459,0.9018,0,105,0,239,239,82,0.3431,0,0,0,0,.,0,219,219,219,1,22,565,565,565,1,9,130,0,0,0,.,0
NE-501,"Omaha, Council Bluffs CoC",Major City CoC,2020,"540,046",1405,1252,153,863,386,11,34,10,101,1065,935,130,615,327,11,23,9,80,234,219,15,178,36,0,7,0,13,29,28,1,18,10,0,0,1,0,1328,1182,146,811,373,11,30,10,93,77,70,7,52,13,0,4,0,8,338,296,5,301,37,296,254,5,259,37,42,42,42,0,118,110,8,78,30,0,3,3,4,54,49,5,35,14,0,2,2,1,31,30,1,22,5,0,1,0,3,29,28,1,18,10,0,0,1,0,114,107,7,75,29,0,3,3,4,4,3,1,3,1,0,0,0,0,1551,1465,1465,0.9446,1215,302,34,77,1215,1129,1129,0.9292,0,84,0,302,302,302,1,43,34,34,34,1,34,456,456,456,1,10,817,817,817,1,347,809,196,196,26,0.1327,26
NM-500,Albuquerque CoC,Major City CoC,2020,"560,786",1586,969,617,965,155,12,360,23,71,808,536,272,531,104,5,110,11,47,211,94,117,155,20,0,24,0,12,0,0,0,0,0,0,0,0,0,1019,630,389,686,124,5,134,11,59,567,339,228,279,31,7,226,12,12,553,218,0,218,335,531,204,0,204,327,22,14,14,8,143,114,29,82,17,2,33,1,8,59,52,7,36,11,2,8,1,1,28,21,7,23,2,0,1,0,2,0,0,0,0,0,0,0,0,0,87,73,14,59,13,2,9,1,3,56,41,15,23,4,0,24,0,5,1154,1079,890,0.7712,693,461,0,80,693,618,529,0.7633,22,170,32,461,461,361,0.7831,48,0,0,0,.,0,457,327,327,0.7155,44,1255,1255,929,0.7402,200,1003,116,116,116,1,0
NV-500,Las Vegas/Clark County CoC,Major City CoC,2020,"2,276,000",5283,4518,765,3137,1703,104,75,91,173,1273,1100,173,624,538,40,16,13,42,542,477,65,293,205,10,6,8,20,7,5,2,4,2,0,1,0,0,1822,1582,240,921,745,50,23,21,62,3461,2936,525,2216,958,54,52,70,111,1131,314,5,319,812,1112,295,5,300,812,19,19,19,0,734,671,63,361,280,6,24,11,52,86,77,9,37,38,1,5,0,5,312,291,21,166,123,5,3,6,9,0,0,0,0,0,0,0,0,0,398,368,30,203,161,6,8,6,14,336,303,33,158,119,0,16,5,38,2275,2173,2173,0.9552,1563,687,25,387,1563,1461,1461,0.9347,335,233,70,687,687,687,1,317,25,25,25,1,0,1006,923,923,0.9175,172,2284,2284,915,0.4006,1485,1140,33,33,33,1,27
NY-600,New York City CoC,Major City CoC,2020,"8,343,000",77943,49254,28689,15715,55834,861,352,1190,3991,70875,44537,26338,13034,52160,731,299,1178,3473,3125,2157,968,615,1920,52,17,12,509,39,29,10,14,24,1,0,0,0,74039,46723,27316,13663,54104,784,316,1190,3982,3904,2531,1373,2052,1730,77,36,0,9,6460,5139,10,5149,1311,5524,4203,10,4213,1311,936,936,936,0,688,556,132,165,478,6,3,7,29,483,393,90,111,336,2,1,5,28,163,131,32,39,116,3,2,2,1,39,29,10,14,24,1,0,0,0,685,553,132,164,476,6,3,7,29,3,3,0,1,2,0,0,0,0,77527,74034,65338,0.8428,74107,3380,40,353,74107,70707,64559,0.8712,0,422,158,3380,3287,779,0.2305,155,40,40,0,0,40,659,615,615,0.9332,213,34119,33586,13418,0.3933,5358,21994,0,0,0,.,0
OH-503,Columbus/Franklin County CoC,Major City CoC,2020,"1,319,000",2036,1948,88,630,1214,33,17,8,134,1466,1396,70,385,937,17,8,6,113,137,133,4,33,84,15,0,1,4,0,0,0,0,0,0,0,0,0,1603,1529,74,418,1021,32,8,7,117,433,419,14,212,193,1,9,1,17,177,29,0,29,148,177,29,0,29,148,0,0,0,0,97,95,2,38,54,0,0,2,3,55,54,1,16,36,0,0,1,2,34,33,1,20,13,0,0,1,0,0,0,0,0,0,0,0,0,0,89,87,2,36,49,0,0,2,2,8,8,0,2,5,0,0,0,1,1296,1092,1092,0.8426,1141,155,0,75,1141,1021,1021,0.8948,55,289,39,155,71,71,0.4581,36,0,0,0,.,0,637,611,637,1,46,2737,2737,2716,0.9923,519,2257,0,0,0,.,0
OK-501,Tulsa City & County CoC,Major City CoC,2020,"652,166",1221,1130,91,679,282,4,149,3,104,669,616,53,365,175,3,71,3,52,258,240,18,148,67,1,22,0,20,26,23,3,15,3,0,5,0,3,953,879,74,528,245,4,98,3,75,268,251,17,151,37,0,51,0,29,256,134,17,151,105,253,134,17,151,102,3,0,0,3,125,120,5,80,23,1,13,1,7,63,60,3,36,15,1,7,1,3,38,37,1,29,5,0,4,0,0,2,2,0,2,0,0,0,0,0,103,99,4,67,20,1,11,1,3,22,21,1,13,3,0,2,0,4,831,686,674,0.8111,541,265,25,36,541,436,424,0.7837,0,72,0,265,225,225,0.8491,36,25,25,25,1,0,181,181,181,1,53,589,589,311,0.528,278,303,0,0,0,.,0
OK-502,Oklahoma City CoC,Major City CoC,2020,"655,334",1573,1451,122,958,406,7,125,1,76,850,804,46,547,229,3,37,0,34,166,147,19,118,38,1,6,0,3,0,0,0,0,0,0,0,0,0,1016,951,65,665,267,4,43,0,37,557,500,57,293,139,3,82,1,39,441,89,0,89,352,432,80,0,80,352,9,9,9,0,150,141,9,87,39,1,18,0,5,47,46,1,31,13,0,2,0,1,38,38,0,29,7,1,0,0,1,0,0,0,0,0,0,0,0,0,85,84,1,60,20,1,2,0,2,65,57,8,27,19,0,16,0,3,1172,1036,836,0.7133,992,180,0,45,992,856,737,0.7429,0,218,10,180,180,99,0.55,35,0,0,0,.,0,136,136,136,1,47,880,880,604,0.6864,288,378,0,0,0,.,0
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,2020,"1,466,817",4173,3764,409,2858,590,47,213,62,403,1511,1338,173,1043,225,21,35,26,161,625,565,60,427,112,8,32,5,41,0,0,0,0,0,0,0,0,0,2136,1903,233,1470,337,29,67,31,202,2037,1861,176,1388,253,18,146,31,201,1837,483,0,483,1354,1808,454,0,454,1354,29,29,29,0,492,460,32,341,72,3,23,5,48,148,138,10,104,22,1,5,1,15,114,105,9,85,20,0,4,0,5,0,0,0,0,0,0,0,0,0,262,243,19,189,42,1,9,1,20,230,217,13,152,30,2,14,4,28,2424,2313,2087,0.861,1678,746,0,222,1678,1567,1341,0.7992,0,0,110,746,746,746,1,112,0,0,0,.,0,2291,2026,1757,0.7669,97,4947,4873,4207,0.8504,804,2181,0,0,0,.,0
PA-500,Philadelphia CoC,Major City CoC,2020,"1,584,000",5634,5043,591,1237,4139,29,27,27,175,3650,3285,365,756,2729,16,12,20,117,758,719,39,89,653,1,4,1,10,268,258,10,56,203,2,1,0,6,4676,4262,414,901,3585,19,17,21,133,958,781,177,336,554,10,10,6,42,1145,670,188,858,287,1105,630,188,818,287,40,40,40,0,244,235,9,59,177,2,3,1,2,98,95,3,20,74,1,1,0,2,90,86,4,23,65,0,1,1,0,35,34,1,8,26,1,0,0,0,223,215,8,51,165,2,2,1,2,21,20,1,8,12,0,1,0,0,5222,4923,4389,0.8405,3878,1090,254,168,3878,3668,3235,0.8342,452,135,27,1090,1001,919,0.8431,110,254,254,235,0.9252,31,1236,1090,1090,0.8819,85,5131,5131,3942,0.7683,1290,1715,0,0,0,.,0
TN-501,Memphis/Shelby County CoC,Major City CoC,2020,"932,000",1022,1014,8,158,836,2,17,3,6,561,554,7,96,441,1,16,3,4,360,360,0,47,311,0,1,0,1,0,0,0,0,0,0,0,0,0,921,914,7,143,752,1,17,3,5,101,100,1,15,84,1,0,0,1,21,11,0,11,10,21,11,0,11,10,0,0,0,0,78,78,0,19,59,0,0,0,0,9,9,0,3,6,0,0,0,0,57,57,0,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,16,50,0,0,0,0,12,12,0,3,9,0,0,0,0,1066,1066,1066,1,523,543,0,138,523,523,523,1,0,84,0,543,543,543,1,138,0,0,0,.,0,465,465,465,1,91,1316,1316,1316,1,79,800,194,194,194,1,0
TN-504,Nashville-Davidson County CoC,Major City CoC,2020,"692,999",2016,1947,69,1025,907,16,22,10,36,1208,1175,33,543,622,5,10,4,24,219,214,5,108,104,2,1,2,2,5,5,0,3,2,0,0,0,0,1432,1394,38,654,728,7,11,6,26,584,553,31,371,179,9,11,4,10,533,195,1,196,337,527,189,1,190,337,6,6,6,0,249,242,7,130,110,2,0,0,7,70,70,0,24,44,0,0,0,2,103,100,3,53,49,0,0,0,1,5,5,0,3,2,0,0,0,0,178,175,3,80,95,0,0,0,3,71,67,4,50,15,2,0,0,4,1499,1385,252,0.1681,1168,326,5,108,1168,1077,79,0.0676,228,0,9,326,303,168,0.5153,94,5,5,5,1,5,243,238,238,0.9794,11,1033,1033,1033,1,532,53,119,119,119,1,0
TX-500,San Antonio/Bexar County CoC,Major City CoC,2020,"2,002,000",2932,1564,1368,2097,714,16,34,3,68,1371,672,699,976,349,11,12,2,21,287,162,125,181,97,0,0,0,9,0,0,0,0,0,0,0,0,0,1658,834,824,1157,446,11,12,2,30,1274,730,544,940,268,5,22,1,38,293,138,0,138,155,287,132,0,132,155,6,6,6,0,206,89,117,132,70,0,1,1,2,91,16,75,55,35,0,0,1,0,68,49,19,44,24,0,0,0,0,0,0,0,0,0,0,0,0,0,159,65,94,99,59,0,0,1,0,47,24,23,33,11,0,1,0,2,1814,1625,1607,0.8859,1465,349,0,114,1465,1320,1320,0.901,0,38,36,349,305,287,0.8223,78,0,0,0,.,0,753,700,696,0.9243,311,2001,2001,2001,1,1150,686,1182,1182,1182,1,0
TX-503,Austin/Travis County CoC,Major City CoC,2020,"1,274,000",2506,1905,601,1535,842,15,21,13,80,674,462,212,329,303,3,2,0,37,204,96,108,127,55,0,1,0,21,54,47,7,35,18,1,0,0,0,932,605,327,491,376,4,3,0,58,1574,1300,274,1044,466,11,18,13,22,787,173,12,185,602,762,152,12,164,598,25,21,21,4,309,268,41,200,99,1,0,3,6,22,20,2,8,11,0,0,0,3,30,24,6,22,5,0,0,0,3,54,47,7,35,18,1,0,0,0,106,91,15,65,34,1,0,0,6,203,177,26,135,65,0,0,3,0,1029,792,792,0.7697,757,211,61,93,757,651,651,0.86,0,0,0,211,80,80,0.3791,32,61,61,61,1,61,905,726,715,0.7901,106,1161,1145,1095,0.9432,649,1098,190,190,190,1,0
TX-600,"Dallas City & County, Irving CoC",Major City CoC,2020,"2,636,000",4471,3839,632,1642,2559,52,50,12,156,1938,1689,249,574,1244,21,21,8,70,864,686,178,327,464,23,8,2,40,50,47,3,20,27,0,2,0,1,2852,2422,430,921,1735,44,31,10,111,1619,1417,202,721,824,8,19,2,45,505,292,34,326,179,487,274,34,308,179,18,18,18,0,360,331,29,136,207,3,7,0,7,166,156,10,58,99,1,5,0,3,93,83,10,30,59,2,1,0,1,28,26,2,12,14,0,1,0,1,287,265,22,100,172,3,7,0,5,73,66,7,36,35,0,0,0,2,3131,2549,1482,0.4733,1958,1127,46,185,1958,1658,1216,0.621,40,35,78,1127,845,220,0.1952,86,46,46,46,1,21,519,381,370,0.7129,45,2165,2165,2165,1,892,1122,730,730,730,1,0
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Major City CoC,2020,"2,052,000",2126,1849,277,1049,1003,15,24,8,27,1118,1006,112,482,604,5,7,4,16,185,151,34,72,101,1,0,0,11,20,17,3,9,7,4,0,0,0,1323,1174,149,563,712,10,7,4,27,803,675,128,486,291,5,17,4,0,247,122,20,142,105,241,118,20,138,103,6,4,4,2,128,118,10,66,59,1,1,0,1,48,48,0,22,26,0,0,0,0,59,55,4,29,28,1,0,0,1,1,1,0,1,0,0,0,0,0,108,104,4,52,54,1,0,0,1,20,14,6,14,5,0,1,0,0,1778,1533,1072,0.6029,1543,215,20,92,1543,1369,914,0.5924,26,108,32,215,144,138,0.6419,60,20,20,20,1,0,816,581,563,0.69,53,1847,1825,1815,0.9827,646,1703,161,161,15,0.0932,0
TX-603,El Paso City & County CoC,Major City CoC,2020,"864,000",843,299,544,668,97,4,15,4,55,495,171,324,393,48,2,7,2,43,186,37,149,158,19,2,4,2,1,0,0,0,0,0,0,0,0,0,681,208,473,551,67,4,11,4,44,162,91,71,117,30,0,4,0,11,102,66,0,66,36,95,59,0,59,36,7,7,7,0,55,32,23,39,11,1,2,1,1,23,14,9,13,6,1,2,1,0,20,8,12,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,21,29,10,1,2,1,0,12,10,2,10,1,0,0,0,1,1158,978,638,0.5509,917,241,0,36,917,752,508,0.554,0,41,16,241,226,130,0.5394,20,0,0,0,.,0,189,174,174,0.9206,52,163,163,163,1,15,101,86,86,22,0.2558,0
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Major City CoC,2020,"6,080,000",3974,3412,562,1573,2218,21,41,12,109,1706,1418,288,527,1068,9,19,6,77,587,540,47,221,342,3,6,3,12,25,24,1,7,18,0,0,0,0,2318,1982,336,755,1428,12,25,9,89,1656,1430,226,818,790,9,16,3,20,800,148,5,153,647,780,130,5,135,645,20,18,18,2,267,256,11,111,145,0,3,0,8,86,82,4,45,40,0,1,0,0,77,75,2,22,51,0,1,0,3,23,22,1,5,18,0,0,0,0,186,179,7,72,109,0,2,0,3,81,77,4,39,36,0,1,0,5,2717,2393,2393,0.8808,1884,801,32,127,1884,1560,1560,0.828,0,100,32,801,801,801,1,63,32,32,32,1,32,1122,867,867,0.7727,78,6078,5845,5845,0.9617,1409,3131,25,25,25,1,25
VA-503,Virginia Beach CoC,Major City CoC,2020,"449,974",319,298,21,146,147,1,3,0,22,174,160,14,65,91,0,3,0,15,51,46,5,12,35,0,0,0,4,0,0,0,0,0,0,0,0,0,225,206,19,77,126,0,3,0,19,94,92,2,69,21,1,0,0,3,51,39,0,39,12,51,39,0,39,12,0,0,0,0,26,24,2,15,9,0,0,0,2,8,8,0,6,2,0,0,0,0,13,12,1,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,21,20,1,12,8,0,0,0,1,5,4,1,3,1,0,0,0,1,183,128,88,0.4809,127,56,0,16,127,72,72,0.5669,60,0,0,56,56,16,0.2857,16,0,0,0,.,0,302,73,45,0.149,22,348,348,348,1,205,59,191,191,191,1,0
WA-500,Seattle/King County CoC,Major City CoC,2020,"2,252,782",11751,10034,1717,5658,2953,244,1753,415,728,4085,3531,554,1950,1381,107,172,142,333,2007,1707,300,762,881,36,52,75,201,81,71,10,50,24,3,0,1,3,6173,5309,864,2762,2286,146,224,218,537,5578,4725,853,2896,667,98,1529,197,191,3355,1313,67,1380,1975,2847,1222,67,1289,1558,508,91,91,417,813,787,26,464,175,103,23,13,35,295,279,16,164,97,7,10,3,14,80,73,7,52,17,0,5,1,5,39,36,3,23,13,1,0,1,1,414,388,26,239,127,8,15,5,20,399,399,0,225,48,95,8,8,15,7072,6456,5270,0.7452,4857,2131,84,221,4857,4617,3851,0.7929,171,32,75,2131,1755,1335,0.6265,107,84,84,84,1,39,964,858,811,0.8413,200,6249,6249,5131,0.8211,1540,2683,1731,1709,1608,0.9289,21
WI-501,Milwaukee City & County CoC,Major City CoC,2020,"948,000",970,874,96,310,602,3,11,6,38,704,638,66,199,463,2,6,4,30,134,115,19,63,65,0,1,1,4,45,40,5,23,21,0,1,0,0,883,793,90,285,549,2,8,5,34,87,81,6,25,53,1,3,1,4,73,54,9,63,10,73,54,9,63,10,0,0,0,0,103,101,2,45,56,0,1,1,0,24,24,0,8,16,0,0,0,0,72,71,1,33,37,0,1,1,0,1,1,0,1,0,0,0,0,0,97,96,1,42,53,0,1,1,0,6,5,1,3,3,0,0,0,0,908,830,830,0.9141,712,149,47,81,712,634,634,0.8904,227,18,0,149,149,149,1,81,47,47,47,1,0,378,378,378,1,29,1739,1739,1739,1,655,548,86,86,86,1,86
AZ-501,Tucson/Pima County CoC,Major City CoC,2019,"1,038,000",1372,944,428,1006,166,1,99,10,90,669,473,196,481,86,1,46,6,49,327,189,138,233,47,0,25,0,22,15,11,4,8,3,0,2,1,1,1011,673,338,722,136,1,73,7,72,361,271,90,284,30,0,26,3,18,356,163,6,169,187,345,152,6,158,187,11,11,11,0,204,178,26,152,35,0,6,2,9,84,77,7,60,19,0,2,1,2,70,59,11,54,9,0,1,0,6,2,2,0,1,0,0,1,0,0,156,138,18,115,28,0,4,1,8,48,40,8,37,7,0,2,1,1,1230,1117,1117,0.9081,767,448,15,176,767,674,674,0.8787,129,33,56,448,428,428,0.9554,120,15,15,15,1,0,547,545,545,0.9963,47,1725,1725,881,0.5107,844,174,0,0,0,.,0
AZ-502,"Phoenix, Mesa/Maricopa County CoC",Major City CoC,2019,"4,913,271",6614,5113,1501,3926,1663,39,495,43,448,1975,1472,503,945,666,16,130,10,208,1406,1021,385,685,424,10,85,12,190,45,42,3,27,13,0,3,0,2,3426,2535,891,1657,1103,26,218,22,400,3188,2578,610,2269,560,13,277,21,48,962,395,11,406,556,906,339,11,350,556,56,56,56,0,475,437,38,334,108,4,16,4,9,91,82,9,70,18,0,1,0,2,198,184,14,139,48,4,1,4,2,45,42,3,27,13,0,3,0,2,334,308,26,236,79,4,5,4,6,141,129,12,98,29,0,11,0,3,4175,3448,2911,0.6972,2118,2004,53,359,2118,1713,1559,0.7361,0,109,35,2004,1682,1299,0.6482,271,53,53,53,1,53,1337,1274,1337,1,318,6326,6326,6326,1,1071,1377,315,315,315,1,29
CA-500,San Jose/Santa Clara City & County CoC,Major City CoC,2019,"1,932,000",9706,5557,4149,4257,1820,334,784,148,2363,1080,563,517,678,173,58,60,22,89,687,280,407,531,70,30,22,11,23,17,16,1,12,5,0,0,0,0,1784,859,925,1221,248,88,82,33,112,7922,4698,3224,3036,1572,246,702,115,2251,2471,361,15,376,2095,2353,303,15,318,2035,118,58,58,60,653,449,204,372,123,5,46,10,97,79,66,13,54,17,1,1,0,6,112,88,24,71,29,4,2,3,3,17,16,1,12,5,0,0,0,0,208,170,38,137,51,5,3,3,9,445,279,166,235,72,0,43,7,88,1764,1687,1687,0.9563,900,844,20,211,900,837,837,0.93,335,175,74,844,830,830,0.9834,117,20,20,20,1,20,1284,1172,1172,0.9128,82,3276,3085,1915,0.5846,1036,1744,0,0,0,.,0
CA-501,San Francisco CoC,Major City CoC,2019,"879,676",8035,6511,1524,2311,2978,355,401,200,1790,2412,1972,440,587,971,60,131,89,574,425,296,129,110,149,11,23,19,113,18,16,2,6,5,1,0,0,6,2855,2284,571,703,1125,72,154,108,693,5180,4227,953,1608,1853,283,247,92,1097,3030,1122,0,1122,1908,2855,951,0,951,1904,175,171,171,4,608,494,114,192,197,37,34,6,142,65,56,9,23,18,3,3,0,18,34,28,6,12,9,2,0,0,11,18,16,2,6,5,1,0,0,6,117,100,17,41,32,6,3,0,35,491,394,97,151,165,31,31,6,107,3403,3248,1874,0.5507,2631,752,20,373,2631,2550,1382,0.5253,65,25,288,752,678,492,0.6543,65,20,20,0,0,20,664,664,146,0.2199,47,10797,10797,7908,0.7324,1745,9667,0,0,0,.,0
